Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Status,Collections
classic-cotton-tshirt,Classic Cotton T-Shirt,"<p>Comfortable everyday cotton t-shirt in multiple colors. Perfect for casual wear.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Shirts & Tops,Apparel,"cotton, casual, everyday, tshirt",TRUE,Size,Small,Color,White,TSHIRT-SM-WHT,200,shopify,50,deny,manual,29.99,39.99,TRUE,TRUE,,,,,FALSE,Classic Cotton T-Shirt - Comfortable Everyday Wear,Soft cotton t-shirt perfect for daily wear. Available in multiple colors and sizes.,Apparel & Accessories > Clothing > Shirts & Tops,Unisex,Adult,TSHIRT-001,Apparel,Bestseller,new,FALSE,Summer,Casual,Cotton,Basics,,active,"apparel, bestseller, women, men, sale"
classic-cotton-tshirt,Classic Cotton T-Shirt,"<p>Comfortable everyday cotton t-shirt in multiple colors. Perfect for casual wear.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Shirts & Tops,Apparel,"cotton, casual, everyday, tshirt",TRUE,Size,Medium,Color,White,TSHIRT-MD-WHT,200,shopify,75,deny,manual,29.99,39.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
classic-cotton-tshirt,Classic Cotton T-Shirt,"<p>Comfortable everyday cotton t-shirt in multiple colors. Perfect for casual wear.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Shirts & Tops,Apparel,"cotton, casual, everyday, tshirt",TRUE,Size,Large,Color,White,TSHIRT-LG-WHT,200,shopify,60,deny,manual,29.99,39.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
classic-cotton-tshirt,Classic Cotton T-Shirt,"<p>Comfortable everyday cotton t-shirt in multiple colors. Perfect for casual wear.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Shirts & Tops,Apparel,"cotton, casual, everyday, tshirt",TRUE,Size,Small,Color,Black,TSHIRT-SM-BLK,200,shopify,45,deny,manual,29.99,39.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
classic-cotton-tshirt,Classic Cotton T-Shirt,"<p>Comfortable everyday cotton t-shirt in multiple colors. Perfect for casual wear.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Shirts & Tops,Apparel,"cotton, casual, everyday, tshirt",TRUE,Size,Medium,Color,Black,TSHIRT-MD-BLK,200,shopify,80,deny,manual,29.99,39.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
leather-crossbody-bag,Leather Crossbody Bag,"<p>Premium leather bag with adjustable strap. Perfect for everyday use or special occasions.</p>",Evergreen Apparel Co,Apparel & Accessories > Handbags,Accessories,"leather, bag, luxury",TRUE,Color,Brown,,,BAG-BROWN,500,shopify,15,deny,manual,129.99,,TRUE,TRUE,,,,,FALSE,Leather Crossbody Bag - Premium Quality,Stylish leather crossbody bag with adjustable strap. Handcrafted with premium materials.,Apparel & Accessories > Handbags,Unisex,Adult,BAG-001,Accessories,Premium,new,FALSE,Fall,Elegant,Leather,Premium,,active,"accessories, women, bestseller"
leather-crossbody-bag,Leather Crossbody Bag,"<p>Premium leather bag with adjustable strap. Perfect for everyday use or special occasions.</p>",Evergreen Apparel Co,Apparel & Accessories > Handbags,Accessories,"leather, bag, luxury",TRUE,Color,Black,,,BAG-BLACK,500,shopify,20,deny,manual,129.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
gold-hoop-earrings,Gold Hoop Earrings,"<p>Elegant 14k gold plated hoop earrings. Hypoallergenic and nickel-free.</p>",Evergreen Apparel Co,Apparel & Accessories > Jewelry > Earrings,Jewelry,"gold, earrings, elegant",TRUE,Size,Small,,,EARRING-SM-GOLD,10,shopify,30,deny,manual,49.99,79.99,TRUE,TRUE,,,,,FALSE,Gold Hoop Earrings - 14k Gold Plated,Elegant gold hoop earrings perfect for any occasion. Hypoallergenic and nickel-free.,Apparel & Accessories > Jewelry > Earrings,Female,Adult,EARRING-001,Jewelry,Sale,new,FALSE,Year-round,Elegant,Gold,Jewelry,,active,"jewelry, women, sale"
gold-hoop-earrings,Gold Hoop Earrings,"<p>Elegant 14k gold plated hoop earrings. Hypoallergenic and nickel-free.</p>",Evergreen Apparel Co,Apparel & Accessories > Jewelry > Earrings,Jewelry,"gold, earrings, elegant",TRUE,Size,Medium,,,EARRING-MD-GOLD,12,shopify,25,deny,manual,49.99,79.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
gold-hoop-earrings,Gold Hoop Earrings,"<p>Elegant 14k gold plated hoop earrings. Hypoallergenic and nickel-free.</p>",Evergreen Apparel Co,Apparel & Accessories > Jewelry > Earrings,Jewelry,"gold, earrings, elegant",TRUE,Size,Large,,,EARRING-LG-GOLD,15,shopify,20,deny,manual,49.99,79.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
running-shoes,Running Shoes,"<p>Lightweight running shoes with superior cushioning and breathable mesh upper.</p>",Evergreen Apparel Co,Apparel & Accessories > Shoes > Athletic Shoes,Shoes,"running, athletic, sports",TRUE,Size,7,Color,Blue,SHOE-7-BLUE,400,shopify,15,deny,manual,89.99,,TRUE,TRUE,,,,,FALSE,Running Shoes - Lightweight & Breathable,High-performance running shoes with superior cushioning. Perfect for runners.,Apparel & Accessories > Shoes > Athletic Shoes,Unisex,Adult,SHOE-001,Footwear,Sports,new,FALSE,Spring,Athletic,Performance,Sports,,active,"shoes, men, women"
